id,premise,hypothesis,lang_abv,language,label
39fda81e4e,his off-the-cuff style seems amateurish next to inglis' polished mini-essays.,he may look like an amateur but he had experience,en,english,1
ce31bbd8b9,michael b. wachter of the university of pennsylvania and his colleagues conclude that there is a wage and fringe benefit premium for the postal bargaining labor force of 29.,wachter works for university of chicago.,en,english,2
a4022a36d0,the door opened and severn stepped out.,they were waiting for someone to open the door for them.,en,english,2
a98e168f37,"increasing markets can limit the dangers by identifying problems earlier, which allows easier change or correction.",increasing markets can be implemented immediately.,el,greek,1
0d1b381762,yeah that's that's always nice when you have an animal that the kids can play with like that how old are the kids,it's good to have an animal the kids can play with.,en,english,0
5f7b6d9f50,we are applying for resources for the financial year 2002 important to maintain our high level performance and congress service.,we are requesting the money we need this year.,ur,urdu,0
32b6e271f8,when there was the ball that was sort of hit to buckner to buckner,the ball was hit to buckner.,en,english,0
1d2b2cf0e0,"it was planned in the 1820s as a symbol of scottish national pride and designed as a mini-parthenon, in deference to the neoclassical style popular at the time.",it was designed to look just like the white house.,en,english,2
d7929d9b16,he also has a private practice.,he has private practices as well.,en,english,0
81170afcdb,um-hum they keep you entertained they sure do we have a uh my wife's uh mother is uh oh about seventy seven i guess she really gets a thrill when we go over to see her and bring the dog i think she's more happy to see the dog than she is us,we don't have a dog.,en,english,2
87ade69b73,i think it's ninety two,the radio station is probably on ninety two.,en,english,1
621a25863f,under the bridges in the harbor is a small island called potter's kay.,potus kay is huge!,bg,bulgarian,2
b47aaf7340,"carmel man, a relation of the neanderthal family, lived here 600,000 years ago.",carmel man is a camel representing a cigarette brand.,en,english,2
2b6d6bc158,3 billion annual investment in tsa poured into airline to fight the final battle.,tsa has nothing to do with aviation and focuses on trains.,vi,vietnamese,2
7de1069fea,an unintentional exclusion of a hyphen from the computer mass of encoded mathematical instructions for the management of ascension.,a missed hyphen can cause problems with teams in machine code.,ru,russian,0
8917f23f75,what was the problem,i know exactly what the problem is.,en,english,2
31815d0bd5,"but for some recipients, there is a downside to the checks from anthem inc., issued to policyholders as part of the insurer's conversion to a publicly traded company.",anthem inc has crazy fees on their checks,en,english,1
a01c8bfd83,with him was the evil-looking number 14.,number 14 looked very innocent.,en,english,2
ff23279dd6,bgross national saving is held constant as a share of gdp at 18.,bgross national saving is held constant as a share of gdp.,en,english,0
5b434ec2d5,with the others we either made a kind of mother's day with some friends where they alternate,a few friends have alternately aligned the mother's day brunch.,de,german,1
0d18f1c166,"the tents had been burned, but there was a new building where the main tent had been.",the tents had replaced the building.,en,english,2
ade45abfa8,"did meriwether lewis really commit suicide, as historians claim?",there is evidence to suggest that lewis was killed by someone else.,en,english,1
1a46911d03,"table 2: examples of blm's, fhwa's, irs's, and vba's customer satisfaction expectations for senior executive performance",senior executives do not care about the customer satisfaction.,en,english,1
81879bc1ec,"a conventional siege was useless against such a seemingly impregnable rock, however, and with so much food and water the zealots could not be starved into submission.","the rock was impossible to get past, so a conventional siege didn't do much.",en,english,0
d94a9a41f4,you know arnold schwarzenegger is getting to be uh a bit of a variety actor you know at first he was just a big muscle man but he's kind of branching out,i prefer arnold schwarzenegger as a variety actor to when he was a muscle man.,en,english,1
eaf38921ef,foreign farm workers frequently move within the united states.,immigrants are moving to the north in summer.,tr,turkish,1
2908e0d207,yeah i know because uh all i know is that when i came here in eighty seven they still had uh it was the last year to to put all your punch cards in,when i first started in the eighties you had to use punch cards.,en,english,0
daabd0c7eb,"also downtown is the flower market, on wall and 8th streets; fresh-cut flowers and a variety of plants can be had for bargain prices, but the best selections are found before dawn.",fresh-cut flowers available at the market range from cheap to expensive.,en,english,1
bfc90d34a3,boats in daily use lie within feet of the fashionable bars and restaurants.,bars and restaurants are interesting places.,en,english,1
f21dcccf91,"although the c-r relationship actually varies from one location to another, for example, due to differences in population susceptibility or differences in the composition of pm, c-r functions are generally not available.",c-r relations vary from region to region.,tr,turkish,0
a206879d9e,i ... i had not dreamed ...,i did not dream.,fr,french,0
3491537c33,some civil employees of the port authority remained in several upper floors to help civilians who were trapped there and help evacuation.,none of the employees of the port authority remained on the upper floors to evacuate defenseless civilians.,es,spanish,2
7f36ba4e3a,"at the far end of david street, temple mount is one of the world's most sacred spots to three major religions.",three major religions treat temple mount as very important.,en,english,0
adb44ffb3a,"most homes will have an original scene, which is nacimiento, which was held for invitations and singers.",almost no house from these houses has put the decorations of the cradle scene.,ar,arabic,2
0be550998b,that was twenty -five people when i joined,there are only more than a hundred people joined.,ar,arabic,2
8e2b1a663b,yeah and they've got those bins that just stay there and they decorated them real cute you know with a bunch of big old flowers and stuff,the bins move around and are very plain.,en,english,2
d77919b0cd,and it can also be limited by people to understand uh and more in their trash and limit the weight limits.,"as long as people keep the garbage properly, they do not need to worry about its quantity.",ur,urdu,2
455a0838ef,yeah yeah uh-huh yeah we we saw that one uh we find that uh that uh if you can get into those dollar movies you know they're uh they're a dollar and a half what is it dollar and a quarter dollar and a half now,you can get flubber at the dollar movies.,en,english,1
8ecb89609f,life track,life path.,en,english,0
70527e782d,"but, slate protests, it was [gates'] byline that appeared on the cover.",slate said that it was definitely not gates' byline on the cover.,en,english,2
4f7000e525,"at the western end of cowgate where it meets holyrood road, you will see one of the few remaining sections of edinburgh's old city wall flodden wall, built following the lang siege of the 1570s.",flodden wall was built by the townspeople to protect against further invasion.,en,english,1
ec39a2b911,his leading personnel shared very little information with the national security council and the rest of the national security community.,the national security council received complete and complete letter.,hi,hindi,2
98266ef6bb,"but he will certainly pretend to be nervous, claiming that men according to general understanding, including women","women are included in men's groups. at this time, the claims of the rights have progressed.",th,thai,1
186f527b83,should you switch to linux?,linux is a better operating system.,th,thai,1
e31c5179ea,"during depression, it was the poorest province in the country, close to starvation.",the province was close to starvation during depression.,hi,hindi,0
a1eca35a01,"dinghies are available for hire from the marinas at tel aviv, jaffa, akko, netanya, and nahariya.","excellent quality dinghies are rent-aable for the marinas at tel aviv, jaffa, akko, netanya, and nahariya.",en,english,1
e0eabe4c12,"it may have more, because i just enjoy the cover, not the detailed content, because i don't have time to read the article, you know",they did more than you see from the paper,zh,chinese,1
d3c7836c7a,friendly staff.,the staff is friendly only when you give them tips.,en,english,1
0020bed843,"the man who had once come up with a has-been corner skit, in which, as zmuda recalls, forgotten performers would be sent out to flounder in front of an audience ...",a very small number of performers ended up being cheered and celebrated by the audience.,en,english,1
1a7d690b98,um-hum with the ice yeah,with the sunshine and heat wave yes.,en,english,2
f803a85af1,"then think about the role of laws and contracts, the restrictions of which enable the linked flow of economic activities in certain corridors of action.",laws and the economy are not connected.,de,german,2
439dd175c9,"typically assumed to be a high-roller card game, baccarat bah-cah-rah is similar to blackjack, though it's played with stricter rules, higher limits, and less player interaction.","baccarat is completely different from blackjack, and it is not played with cards.",en,english,2
2716aed6dc,"palestrina , by hans pfitzner, performed by the royal opera metropolitan opera house, new york.",palestrina will be performed in new york by the royal opera.,en,english,0
17e2d10f12,this is unique in that that i spent 16 years of my career in special activities.,i've never had a job.,de,german,2
41b58d8e8f,and uh uh so i've i've just been real pleased and my step father happens to work at a ford dealership and that makes things a little easier come car time but,he's able to get me a 20% discount.,en,english,1
28d2fa192e,we can achieve a more accurate goal and strike the goal more frequently.,we will try to achieve the goal a lot.,ar,arabic,0
d9cf46e2a1,they said: we pay for a place for you.,they pay for living for me and my brothers and sisters.,ru,russian,1
8fcf210045,"this fanaticism lasted for another thirty years, and the rococo style became stronger.",there has been crazy everywhere for thirty years.,zh,chinese,0
074cb280e9,"a thin, acidic smile appeared on the officer's arrogant lips.",the employee did not even smile even for a moment.,bg,bulgarian,2
51e775d041,"the feeling that the check tall is just a blank check, you know, and they are unlimited funds, it is not that she comes out and spends it unlimitedly, but it is almost that attitude.",she feels that she can spend more than $ 1000 per night.,es,spanish,1
45858034b1,"it doesn't seem expensive--they use it in bangladesh, after all.",that's one of the most expensive options.,en,english,2
63c77389a0,"far from the coast, the terrain is tilted through the pines, the mimosas, the eucalyptus and the heather up to an altitude of almost 915 m 3,000 ft.",the land houses caves.,fr,french,1
7f3d719365,"my intuition, of course, is very subjective-is the person who is interested, as described in the annual contribution of the members of the flight attendant association for your parish.",your dollar contributions show you a good person.,vi,vietnamese,1
2f14ef579e,see now in a situation like that the boys are only sixteen years old and they were sexually involved with her and i think like at that particular point she was twenty three you know so she wasn't really that much older than them and being a boy at that age i think that they're very um you know let's face it that's at a point in your life when you you're just starting to realize all the things of life,"with this small of an age gap, charges should not be pressed.",en,english,1
f1823c7fa0,do you really romance,do you really love him?,en,english,1
f3213b7499,"4 million, or about 8 percent of total expenditures for the two programs).",the figure of 4 million is likely to rise in the coming years.,en,english,1
651eb1452f,"yes, they had a whole group of things that broke at one time",none of their broken items.,sw,swahili,2
11d3793ec7,"but there is a cycle of confirmation; if prophecy indicates a thing will happen, it will happen--though not always as expected.","when prophecy is indicative of a thing happening, it will occur -- there is a cycle of confirmation to it.",en,english,0
2a76685a94,i don't care how you complete it.,i need to know exactly what you are going to do.,zh,chinese,2
0659d9afc3,"'we can't find him, benjamin,' lincoln/natalia said.","after 12 hours looking for him, lincoln/natalia gave up.",en,english,1
67d9b832a8,agricultural shows,military shows,en,english,2
c9f1130859,"the banquet table is not worth the money,",the dinner party on oil fabric.,vi,vietnamese,1
4c17b31852,"as ben yagoda writes in the new york times book review , somewhere along the way, kidder must have decided not to write a book about tommy o'connor.",ben yagoda is a famous book reviewer.,en,english,1
35a56279e4,"oh and when you try to get it out of your company, you pay with one arm or leg","if you hand over a small part of the company, you can actually save a lot of money.",de,german,2
1f6d0c57c0,one thing that really had a great protection.,she could protect herself well.,bg,bulgarian,0
e1ee4191b9,he and his associates weren't operating at the level of metaphor.,he and his associates were operating at the level of the metaphor.,en,english,2
4c88819fe3,he would be born.,he is supposed to be the world.,tr,turkish,2
a29fc61322,it also sweeps the words in its passage.,quickly deletes all the words.,bg,bulgarian,1
ab08cecd26,"a very professional and fully produced play has made a difference for children such as becky, stephanie, markus, emily and their classmates, wide from indiana.",active helped many children throughout indiana.,de,german,0
c5e99154cf,"executives do so by examining their internal environments and asking a series of questions about the problems that need fixing, how information technology and management can help, and how a cio might best fit within their management structures to guide technology solutions.",a cio should guide technology solutions based on a company's internal environment.,en,english,0
2eef0dd6a2,and when they get out they should have uh i don't know you know some reasonable amount of money,we should give them money for when they get out.,en,english,1
b61c2b8420,the importer pays duties that are required by law,the importer never pays taxes,en,english,2
6ee3e1e174,but many were unable to solve one or other method until they were satisfied with several questions and mainly those that were expressed by oge.,i ogley stated that people who ask questions do not know what they are talking about.,ar,arabic,1
63e7e6e1b4,the man had probably heard him urinating or maybe even noticed the change of his breath as he awoke.,the man heard his urine hitting toilet water as his breath changed.,en,english,1
604872c81e,well i think of uh you mean as far as retirement,i believe you are referring to retirement.,en,english,0
da9c3e4107,"alexander the great, who passed through the city in 334 b.c. , paid for its completion; five of the original 30 columns have been restored to their full height.",alexander the great was so impressed with the city in 334 b.c. that he expressed a wish to live there one day.,en,english,1
7a6f814b1f,and oh okay and then went to colorado,after that i left for colorado.,en,english,0
8f6f2142b8,it must also report the information to the employee's home agency promptly to facilitate disbursement of pay by the home agency.,the home agency will take care of the financial aspects.,en,english,0
84780349be,yeah okay yeah those games are fun to watch you you you watch those games,those games are a lot of fun.,en,english,0
642b888dc0,rh-ii tag this current expression as from south midland and southern the united states and means being on the edge of.,"according to rh-ii, this expression means being on the edge of.",es,spanish,0
3b0af9780b,"on the easternmost tip of jamaica stands morant point lighthouse, built in 1841.",morant point lighthouse is in mexico.,en,english,2
19a714bef1,"and then come to bona, the center of the wicker, which the draft law allows himself to be the beginning of the kecak dance.",kecak dance is not from bona.,th,thai,2
b473d1f9d8,yep that's what he's worried about the trees or a bush because lilac bushes they they grow fast some people uh would really like to have them and then the people that do have them they spread and they sprout all over their their lawn,he's not worried about the trees. lilac bushes take a long time to grow.,en,english,2
6fa6cc1e1e,"12hei sponsored multi -city national patient, death, and air pollution studies nmmaps.",12 hee is directly related to air pollution.,ur,urdu,1
091512ce02,he knows about the mines.,he is aware that the mines exist.,en,english,0
12c768f4fb,"in fitness landscape, image, mutation, reconstruction and selection can force developing population to attract high condition to the peaks of the condition.",many factors are effective at the same time to attract evolving population to higher form of form.,tr,turkish,0
a18b995dbc,"when we become independent, please help us to strengthen the award of your degree.",you have acquired a degree in molecular biology.,de,german,1
c0a431c402,23 financial continued existence is important to achieve the goals of the cfo,23 finance has lost momentum to achieve their executive goals.,de,german,2
4ecedc3de5,"look, it's your skin, but you're going to be in trouble if you don't get busy.",don't let anyone see you working or you might get in trouble.,en,english,2
a6d7ea96ae,actually i listened to one time i remember it's this is back when rap even uh i would say about ten or fifteen years ago i,i listened to rap one time about 15 years ago.,en,english,0
96276c873f,"that's right, they will go through the slits",they went into the opening ceremony.,vi,vietnamese,0
75c41b212b,i hope you will help us continue the tradition of olympic excellence.,you will be the next olympic athletes to win gold.,fr,french,1
51edd213bb,"she seemed so different """,she had changed a lot since the last time we'd seen her.,en,english,1
0fba02b7bb,"he charged jon, knife high.",he charged jon with a bloody knife.,en,english,1
c427ca988d,the conversation he had overheard had stimulated his curiosity.,he hadn't heard anything,en,english,2
bf001a1f7c,"he didn't even understand the bridal ceremony, he didn't even know he had married, seriously-",i did not understand what had happened.,es,spanish,0
22e2a4903d,"i mean there was there i had, i had my clock and it was on my shoes and well, the bushes were all white down there",it was annoying when it covered my shoes.,el,greek,1
011947dcb5,"yes, you've done very well, young man.","no, you have not done very well.",en,english,2
156b334a95,"however, the specific approaches to executing those principles tended to differ among the various sectors.",specific approaches to each principle is the same in each sector.,en,english,2
54ac6a1f15,"central intelligence vice president john mclughlin said he was informed about moussaoui a few days before he was notified to tiret, although he did not remember a certain date of the meeting.",mclaughlin served as the vice president of central intelligence for 27 years.,tr,turkish,1
8ab54e937d,4) not enough is known about how nontransportation costs vary with distance.,the reason for the lack of information is the fact that what goes into nontransportation costs can differ dramatically by individual.,en,english,1
1f381fb747,"you're crazed, beresford.","you need to see a therapist, beresford.",en,english,1
18996e1e67,"relax can also describe a joke relationship, a round trip, which through laughter relieves tension and disintegrates the cause of the tension of the moment.",the relax is not funny at all.,es,spanish,2
72c6f46e8f,"they discussed the targets in coded language, affecting to be students speaking of architecture, art, law and politics to discuss the world trade center respectively, the pentagon, the capitol and the white house.",they said what landmarks they were talking about.,fr,french,2
c6a781cf16,"hardly catering to locals, universal citys cityalk attempts to snag tourist dollars with its extensive collection of retail wonders, including magic shops, toy stores, sports shops, and a host of science fiction memorabilia.","locals aren't the primary target of the many magic shops, toy stores, and sports shops.",en,english,0
12c232f7b8,"you will remember my saying that it was wise to beware of people who were not telling you the truth.""",you must be careful of people lying to you.,en,english,0
b3c586f1b3,yeah that's the world league,the world league is that.,en,english,0
4385909f64,p. s. a donated money to ima as a great holiday gift.,"please note that you can donate anytime, not just during the holidays.",th,thai,1
1f4efdbf55,a spark of annoyance lit lincoln's eyes; the smallest hint of natalia's russian fire.,lincoln wanted to kill natalia with his bare hands in that precise moment.,en,english,1
2a50d5861f,"'my deep idea is to be completely successful, a dictionary of this type needs more than the book skills of an expert on proper name.",a dictionary only needs a expert's skill.,vi,vietnamese,2
d6583f0140,"in fact, some athenians provoked the assembly to declare war on the macedonian king.",some athenians wanted to start a war against the new macedonian kingdom.,tr,turkish,1
af9f81a9a2,there is uncertainty associated with all of the numbers presented in this paper due to sampling error and estimation error in econometric estimation procedure used to recover household-level demand functions,the research that went into this report is potentially faulty.,en,english,0
dc29253ebc,"what's needed, alongside an evacuation plan, is a realistic program to stabilize conditions for those left behind.",evacuation is always the first line of response.,en,english,1
7f0dc607ab,that was a fairly scary day.,it was a relaxed day.,de,german,2
dae8b9d1c7,"a bigger contribution may or may not mean, i really, really support candidate x. freedom of association is an even bigger stretch--one that justice thomas would laugh out of court if some liberal proposed it.",justice thomas wanted to have freedom of association.,en,english,2
de5425d101,the volumes are available again but won't be returned to the stacks until the damp library itself gets renovated.,the widely sought after volumes will be available to the public after renovation.,en,english,1
3d31dfa15d,"we've been a couple of mutts, who've bitten off a bigger bit than they can chew.",we can definitely manage what we've started.,en,english,2
9ec2c741e5,"the beach was beautiful and this was a nice place to go, so this was almost one of my favorite places, what about you",the best place to go to my opinion is the camp in the forest.,ar,arabic,2
93d07f04e5,dirt mounds surrounded the pit so that the spectators stood five or six people deep around the edge of the pit.,the hole is seven feet deep.,en,english,1
25820bee7c,it may be arrogant but i mean let them come to us,it is definitely not arrogant to have them coming to us,en,english,2
4c87115de1,my name is head-lord julian head.,julian wade has received the position of lord by the rights from the origin.,th,thai,1
66ec78de5d,discussions with city representatives and other civil and social organizations about the development of ima and amp.,ima works with other organizations in the area.,sw,swahili,0
7a6a71a19f,"the other bank pays the fund interest based upon tiered account levels, more typical of a large commercial account.",the fund account has five different tiers.,en,english,1
b3337ece7d,how was such a lifeless and inhuman thing dubbed to exchange files between a person and a mainframe and a micro computer to exchange files?,the name of the telecom records is the name of the record.,hi,hindi,0
504912644d,"indeed, 58 percent of columbia/hca's beds lie empty, compared with 35 percent of nonprofit beds.",58% of columbia/hca's beds are empty.,en,english,0
c47c242109,"some kwanzaa rituals, most notably the focus on candles, seem to have been borrowed from hanukkah.",they borrowed traditions from one holiday to incorporate into their own.,en,english,0
abdff968dd,"the main funding source for maryland's legal services to the poor has fallen on hard times, and advocates are preparing to seek unprecedented state financial help - even as they keep an eye on a legal challenge that threatens to cut off a main source of funding for such services nationwide.","in this tough economy, primary funding for maryland's legal aid has suffered and thus seeking special assistance from the state has become necessary.",en,english,0
bbe05d3dd7,"we hope you will be happy to talk to them, but you can save irt administration funds by sending your gift in the return envelope today.",it is possible to send your gift using the post.,sw,swahili,0
1b49a89416,well i i'm doing computer science computer engineering,i switched my major last semester.,en,english,1
7d035800d5,"the second missing benefit includes gains in environmental quality, especially improved health benefits.",one of the missing benefits is associated with better health and an increase in environmental quality.,en,english,0
1327078aa5,"the indianapolis civic theater has entertained its audience with works of theater and musicals produced professionally for 82 years. at the same time, he has offered a space for the exceptional talent of our city, but it is true that it has not been so wide.",the indianapolis civic theater has produced shows for more than 80 years.,es,spanish,0
98d03d0419,oh uh-huh well no they wouldn't would they no,"no, they wouldn't.",en,english,0
9a7a84a4ea,"on the northern slopes of this rocky outcropping is the site of the ancient capital of the island, also called thira, which dates from the third century b.c. when the aegean was under ptolemaic rule.",the ancient capital has some of the most stunning architecture of the entire island.,en,english,1
4d90dba314,the resignation of district 8 was ordered for this hopeless fxxxxup company.,the man was dismissed gloriously.,zh,chinese,2
d323d431a1,"part 2), confidentiality of alcohol and drug abuse patient records.",drug and alcohol records can be shared.,en,english,2
b17d3036c9,there always will be a need for an attorney to do general law.,there is not much need for attorney's to practice law.,en,english,2
200dd4f6a9,"on sunday, june 18, the past the rain is scattered and causing the time to attend the event. short story caretaker/joseph cam belle festival, folk story belief and various matters get shorterly",it rained last sunday,th,thai,0
8b5a92d4e0,it depends a lot of uh a lot of things were thought that uh as you know the farmers thought okay we got chemicals we're putting chemicals on the field well the ground will naturally filter out the,"even if farmers put chemicals in the ground, the ground eventually filters them out.",en,english,0
ac95762139,"that's right, this can happen next year if we have not spent everything this year and so no matter what the expense is, we will surely get rid of that money",we may not have enough next year.,bg,bulgarian,0
afc97e487e,the constitutional text of 1787 stipulated the right of slave owners to recover slaves who had escaped to free territory.,part of the constitution text was written in 1787.,es,spanish,0
7f237f46e4,i don't know if he stayed in august afterwards.,he continued to live in august.,bg,bulgarian,0
8643610cf8,the way we try to approach it is to identify every legal problem that a client has.,all of the client's legal problems are supposed to be identified.,en,english,0
e0278eb4dc,we assume a direct linear relationship between tumor by resident and pieces per possible,we know that there is no possible connection between the quantity by resident and tracks.,el,greek,2
e4e2ae63ab,current security requirements promote overlapping and excessive information compartmentalization between organizations.,the security protocols currently in force mean that a lot of information is over-class.,fr,french,0
fc5cc087f9,"of course, if we could not carry out our chosen professions, we would be dead.",finding a way to make a living is not a feat.,de,german,1
baefc5809b,"you are not sure, you have made it clear about it is on the support side.",obviously who you have to support.,sw,swahili,2
a5c54ce5b5,"two, most other productive operations are easier to study and understand, since few firms have 40,000 locations and a large proportion of their workforce working outdoors.",most of the workplace is based indoors.,en,english,2
bbb5295936,"first, individuals can participate in the chancellor for a fee of $ 500 or more for the unlimited $ 1,000 or more gifts or more than $ 500 or more.",many individuals prefer to donate to ministers' institution.,tr,turkish,1
ac4ec0b48c,sigmund freud is not innocent.,freud is accused of change.,tr,turkish,1
8c60c4393b,"from the gothic colonnade in the city center, along a massive bell tower from the 13th century, the staircase consisting of 90 steps leads you to the bronze doors of the 11th century temple.",the stairs reach the highest point of the church.,bg,bulgarian,1
1f1022406e,"in about a quarter of an hour the bell rang, and tuppence repaired to the hall to show the visitor out.","after 15 minutes, nothing happened and tuppence and the visitor decided that it was time to eat some lunch.",en,english,2
878a7d9d52,"no. in truth, i am not even known. no...",i studied it for many years.,ru,russian,2
33ea98afde,"paroseas cave, reef, and wreck diving around its shores, giving the diver a wide range of environments to explore.",the scenery is unique and can't be found anywhere else.,en,english,1
ce88dc1ba7,blood broke open the seal and read.,the seal remained unbroken.,de,german,2
2c32cd9aaf,"miramar, a pleasant residential neighborhood with beautiful family houses, enjoys its location next to the isla grande regional airport.",miramar is a garbage dump.,es,spanish,2
fa07744634,it has only since my money is currently in need. i didn't even lure myself.,"i have a lot of money now, so i want to go shopping.",th,thai,2
7dd4693c7e,"the journey grew to the standard, as the attainment of the understanding of the texas's faithful republic of texas.",texas' journey was fun to get to learn about the christian faith and motivation.,sw,swahili,1
8e241c4bf5,"pachuco was despised in the us both from the mexican american community and from anglo, and as in mexico from the media and intellectuals.",pachuco was accepted in the us by mexican americans.,el,greek,2
5e55578099,"when this happens, the lending fund sacrifices the benefits of treasury bonds on its invested assets and instead receives a benefit from the borrowing fund on the loan amount.","in some cases, the lending fund does not get all the benefits.",ar,arabic,0
2597c6f1f9,"and frankly, the number seems a tad low to me.","the number looks low in my opinion, but it is possible to get to an agreement.",en,english,1
44ac7b73c6,"they are ready, returned susan's voice in the back of his mind.",he could imagine susan's voice speaking to him.,en,english,0
8534b35a53,"after four years, clinton has learned how to avoid looking unpresidential.","after four torturous years, clinton finally gets how to avoid unpresidential behavior.",en,english,1
080f9df83b,two of them saw thorn coming.,thorn was seen coming by two of them.,en,english,0
567499fe2b,so uh i hope you like your office,i hope your office is up to your standards.,en,english,0
6ce715093c,"morrison has earned the right to be as idiosyncratic as, let's say, william gaddis, thomas pynchon or william faulkner.",gaddis and pynchon are not as idiosyncratic as morrison.,es,spanish,2
26222ec767,so i guess my experience is is just with what we did and and so they didn't really go through the child care route they were able to be home together,they were able to be home rather than having to worry about getting child care.,en,english,0
372c6cea4d,"a 8082 only applies if the agency finds with good cause that notice and public procedure thereon are impracticable, unnecessary, or contrary to the public interest.",an agency determines if an 8082 is applicable.,en,english,0
ecbaffeaf6,it is required for me about an hour to two hours until i find what i want.,i found it in just a few seconds.,ar,arabic,2
f09dc0af06,"as we will see, in both cases, it seems that something deep in the universe has no finite value.",nothing is happening in the world.,vi,vietnamese,2
b241b9f69e,"an announcement in the new york gazette of rivington on october 6, 1774, wanted a young man to know how to store books to focus on the italian route, and another was from someone who wants a place.",the gazette was a magazine in mexico.,sw,swahili,2
fd47d1a4de,"but when he was persuaded by divers means to help us, he gave up after one week, declaring it beyond his powers.",he decided it was too difficult because he was distracted by other topics.,en,english,1
29d1631c4e,the situation is even more disappointing.,nard has a future.,hi,hindi,2
bb2d130128,and it can continue until 20 years i think it is ridiculous,it only lasts a week.,vi,vietnamese,2
ac6ea0eb92,"in addition to mousavi, the two akaida members identified as candidates for the second wave of attacks by ksm are abderraouf jdey, also known as",the second wave of attacks will target the train station.,zh,chinese,1
1022a0899b,"but if clinton consents, censure and community service can proceed.",the censure will proceed even if clinton opposes it.,en,english,2
a3ee377021,today it is possible to walk through the old agora marketplace and stroll along roman roads.,walking through the old agora is a popular pastime.,en,english,1
946faaf408,"finally, the fda will conduct workshops, issue guidance manuals and videotapes, and hold teleconferences to aid small entities in complying with the rule.",the fda is set to conduct workshops.,en,english,0
d9f9a41840,"inflation is supposed to be a deadly poison, not a useful medicine.","inflation is supposed to be poison, but economists are considering whether it might actually be useful.",en,english,1
af6a9e064b,"i am glad she wasn't, said jon.",jon was sad that she wasn't happy.,en,english,1
7707148fa1,"often the only person who can treat kada de morira is the golindira, the old lady.",curanderas is also influenza treatment.,ar,arabic,1
06ceab0371,don't you remember? today we're going to auntie basia's birthday party.',"we are going to aunt basia's birthday party at the restaurant today, remember?",en,english,1
3abfb2dbf8,"it will be colossal!""",it will be the biggest ever.,en,english,1
9892be07dc,"on fox news sunday , host tony snow touted a poll showing that 60 percent of americans think the allegations represent a pattern of behavior.",tony snow touted a poll showing that 60 percent of americans think the allegations represent a pattern of behavior.,en,english,0
7e74126dce,"2.5 financial audits are performed under the american institute of certified public accountants' aicpa generally accepted auditing standards for field work and reporting, as well as the related aicpa statements on auditing standards sass which interpret the standards and provide guidance on conducting such work.",the aicpa is the american institute of certified public accountants.,en,english,0
9302b82901,and i'm pretty happy with it so far,i am content so far.,en,english,0
2ba6e02099,"you know, it's probably about twenty because of, i don't know, twenty for six, something like that, and it is incredible what you can, you know how many plants you can plant there",it has many more plants than you think.,es,spanish,0
627898b900,"the 37 hectares 91 acres of garden are set on lands above the wag wag river, which twists through a steep and narrow valley.",the wag wag river was named as such because it resembles a dog's tail.,en,english,1
c4fe496ea6,"which is different from the theater that does not hope for other profits in the city, our actor, earn a living from their crafts",there is a theater that does not hope for more than one thing in the city.,th,thai,0
39bc889253,tuppence rose.,tuppence remained seated.,en,english,2
91882cf69d,"the concept of the school moment, although only conceptualizing at that time, provides some of the fruitful interest in doing alcohol interventions in emergency wards.",there is some reason to make an alcohol intervention in the emergency room while the patient is still drunk.,bg,bulgarian,1
5e9432dd8d,"'dave hanson, to whom nothing was impossible.' well, we have a nearly impossible task: a task of engineering and building.",this engineering task won't be very difficult to complete.,en,english,2
25b4a10dc7,the situation is even more disappointing.,reading is disappointing.,hi,hindi,0
6b095fdb9e,the political cleansing that did not happen through the impeachment process leaves clinton with a great and serious burden.,there was no such instance of political cleansing.,en,english,2
c626564650,i mustn't keep you.,it would be too risky to keep you.,en,english,1
459dd734dc,be forewarned that the download takes quite a while via modem.,this will take a long time to download onto your computer if you have a modem.,en,english,0
14e9827bee,the discharge of section 8 is ordered for this incorrigible fxxxup company.,this person is released.,fr,french,1
b586a0113f,"look, there's a legend here.",the legend returns from his adventures here.,en,english,1
55a77c3af0,we always knew it was an outside chance.,"as we were well aware, the odds were not favorable.",en,english,0
3a84750834,"hmm-huh, it's okay. goodbye.",let's continue talking,th,thai,2
189cc3c975,"membership included between thirty -fifty adult men in a shape called moradas and divided into two regular members, called hermanos disciplantes brothers who punish them, and officials, called hermanos de luz the light brother.",these units were responsible for turning indigenous people into central america.,sw,swahili,1
62e076bafc,he was he's of course uh i guess he's trained in this uh martial arts of some sort but the plot was bland the acting was bland it was just mostly centered upon his abilities to,he trained in martial arts but the plot was boring.,en,english,0
be3b12257d,it is nice to be reminded that people remember.,no one cared or remembered.,en,english,2
83bd7f991a,"the main location and shopping is the elegant passeig de groacia. the image of the barcelona of champs d'elysee and the people who travel- rambla de catalunya, the upper part of la rambla.",shopping prices in these areas are slightly higher than other nearby areas.,th,thai,1
7befe1a9fb,"a lot of lies, god knows, and i can demonstrate it.",i could try the falsehoods that were present in transactions.,es,spanish,0
1eef53312e,"only two lost, we have three aircraft there, and, the test phase.",many ships were gone.,ur,urdu,0
c016b0910e,the census of 1931 served as an alarm signal for the malay national consciousness.,there was a census in june of 1931.,en,english,1
f3b65ba001,"anyway, it came to ... we had ..., i don't remember the exact figures.",i don't remember how much we had.,bg,bulgarian,0
